u,v,t,h
37708,60125,58,0
1412,71986,53,3
28970,53604,70,4
37205,44760,56,3
9167,81636,34,3
11031,18120,53,7
10332,43596,27,5
11020,38958,84,4
4885,38958,75,3
1578,33332,93,1
24275,37278,3,7
37165,51929,85,6
43615,51776,94,0
6428,19766,53,2
6926,76460,94,0
77914,83417,50,2
15287,43455,20,5
50712,63257,96,2
22546,68637,43,3
46789,81744,66,2
13637,80849,58,1
45406,58291,66,0
15622,74673,12,6
43960,47772,65,3
49347,78024,74,4
2295,61193,79,0
31813,57987,48,2
27723,72606,83,7
11667,33572,18,9
27140,53357,7,8
7823,22931,94,0
14415,18071,32,9
32215,60949,30,3
41166,59501,38,1
58421,59501,10,7
23517,49226,24,3
38126,55000,78,0
2860,13298,20,5
19243,47407,13,7
39906,42580,95,0
34579,55024,62,5
35341,48270,7,9
11396,82128,70,1
34426,74772,20,6
49994,56773,42,1
43145,56437,9,8
1370,44593,31,4
38280,40718,66,6
35795,84142,99,3
68726,84701,94,4
56101,62825,1,9
26468,32215,26,4
59825,84723,68,1
22182,80953,21,7
12556,19413,75,5
31974,63959,62,1
9988,32421,31,7
27746,66990,73,4
20169,22526,68,9
67453,81115,91,5
36302,38694,11,7
17879,49481,60,1
48507,56294,7,8
80919,84701,9,9
18364,32204,18,6
74338,80849,40,5
38364,42504,86,0
9793,37296,51,6
22602,37169,54,5
77152,80961,63,3
20177,54467,39,7
47665,62926,49,1
36686,44639,6,8
45890,51929,22,6
23298,27046,3,8
20221,49393,92,7
64130,73514,16,8
24494,83417,74,0
9959,13068,82,1
40532,64187,6,9
2148,12250,54,1
32215,61193,21,5
16443,39157,94,0
11571,81672,89,5
32215,70411,12,6
8244,84241,8,9
56924,73443,17,9
27987,42020,86,1
29069,47345,43,4
1764,52523,75,2
57425,67120,40,5
117,56924,21,7
31291,46897,88,3
2345,2626,51,6
11093,46220,97,6
4090,68871,95,0
45207,71700,46,1
41993,45499,77,8
15068,38030,25,5
70863,82776,13,9
42968,83552,57,5
18461,48667,92,2
41358,51953,19,7
11969,18142,35,3
28970,75579,22,6
38221,56106,29,4
2281,48991,6,7
22842,33377,81,6
51795,77906,21,6
8885,10372,30,6
61880,62238,7,8
41188,82017,85,3
24935,72039,81,6
11667,50969,39,6
31389,56106,86,0
13141,69403,27,3
2931,39872,59,1
58390,81672,89,9
14544,80244,80,3
19668,67843,72,9
33054,72302,10,9
26381,67700,55,3
51269,52853,63,3
17748,68751,61,9
45972,68654,46,5
38257,53460,81,5
24676,53968,84,3
7792,70071,29,8
44950,64130,52,6
62306,82577,69,3
31606,55650,6,9
18821,82300,20,8
63359,79475,77,1
4985,19276,34,6
47602,76735,58,4
24885,66485,13,8
13990,74299,43,7
7681,80799,21,7
17246,62099,89,0
32215,36264,26,3
14718,17414,80,7
47281,74815,19,7
7858,55649,48,2
24246,70724,53,0
14214,23204,78,6
60199,84148,59,5
20791,22602,37,6
14110,58949,88,0
15994,62177,89,1
1308,11020,79,7
13815,69654,36,3
23343,79114,38,8
24324,43951,94,0
25464,51301,45,6
66317,77921,4,8
32215,67629,17,5
10429,73848,55,0
20276,62820,89,2
46127,62978,56,3
2441,3896,85,2
23850,50114,2,9
2777,54072,42,7
13820,71306,64,1
13435,48169,67,0
12708,57487,1,4
31307,40496,81,5
15733,74984,57,0
32215,65112,29,2
32215,68648,19,4
14997,34913,4,9
42685,74085,43,0
10193,27559,16,7
11318,49225,31,3
6756,72039,80,9
10961,22395,48,6
70959,84203,45,4
117,60102,24,6
21539,61350,44,8
24360,67454,59,2
11097,70455,97,0
50317,81744,19,7
70397,81291,16,5
2431,18851,79,1
56239,64068,10,8
4943,24498,75,2
41364,64756,93,4
31747,51284,51,6
47772,53046,15,7
27611,68504,21,6
22,64759,8,6
14914,47548,12,8
32564,40725,59,3
6180,49064,87,6
37321,82993,39,3
44800,64187,96,1
44487,60967,78,2
25731,29135,73,6
15357,71215,78,5
71196,84668,72,5
17673,56462,25,3
60752,84324,23,4
63248,76411,35,2
42192,84113,58,4
13190,68504,84,1
13196,56277,10,7
56188,75074,7,8
242,47548,36,5
33274,79480,42,9
4206,73466,9,8
592,71317,15,3
13933,52979,65,1
23141,31672,44,5
20158,59531,44,4
49796,63571,19,7
4713,25464,97,9
13717,25345,60,8
42184,79965,10,8
25093,28858,87,1
42990,75850,2,8
3946,12556,76,3
1418,62550,5,8
44446,76894,87,3
17648,33140,99,1
3081,57487,24,3
12840,48621,24,4
32416,60723,28,6
44297,56392,91,0
58098,79731,47,3
16155,20169,51,8
1940,36977,4,7
74959,81050,79,9
10712,73902,25,7
6608,10012,67,5
50084,83940,45,6
42466,81581,2,7
23095,46193,56,4
19515,39337,69,6
20400,84705,71,6
19625,81310,78,1
4184,4982,20,8
42723,48196,92,0
29352,82685,80,6
51634,80849,61,8
12571,26870,89,3
14680,31941,9,8
26468,77978,1,9
13081,73635,47,5
20513,32215,30,4
41926,45246,65,4
38126,50889,5,9
28250,31319,37,2
65871,83779,58,2
31093,80211,31,9
59997,72548,90,2
4706,39548,31,6
41803,68620,72,1
24501,71396,71,2
11571,67974,53,1
7912,33392,3,9
42968,62964,88,0
1308,3805,76,8
1820,30428,47,3
55227,73214,55,0
31077,38359,77,4
24795,44186,41,2
37313,62057,68,1
17431,66317,75,0
38862,47023,44,6
66540,73848,7,7
16103,62551,13,6
4495,25960,24,4
32508,63720,76,1
32508,68689,69,2
7354,24946,65,3
31572,43862,50,1
51,5928,98,0
57472,72039,64,2
57722,73685,66,3
14768,18649,29,1
13001,13190,80,4
2570,83041,4,9
51129,73514,1,9
34089,54466,37,5
19939,66990,28,3
34184,46494,3,5
3469,55024,39,1
27264,74296,31,3
35243,45885,57,1
15292,40746,55,6
18943,76223,27,4
22444,68458,61,8
43415,61329,75,3
46165,57900,90,1
43730,80504,6,7
3144,47718,59,3
33581,51031,87,2
117,43235,65,9
43060,52246,19,8
50002,80562,13,8
35243,61295,68,2
8716,32717,16,7
22842,30164,14,8
26913,68730,51,5
26124,32215,16,4
13302,32215,15,6
32215,59460,19,4
50584,64982,95,9
12423,44186,18,7
32049,67680,5,7
8709,54682,38,3
19276,83552,82,7
28262,56322,32,2
32215,57393,20,6
28902,43120,22,5
23457,42499,91,0
32215,77834,21,5
36727,44186,70,3
56688,69794,38,3
6756,49218,63,4
14585,61740,69,8
25731,42454,57,3
32074,54990,7,8
1845,28392,72,0
18329,43060,11,6
44297,48911,29,3
10935,65871,52,9
68154,69097,45,4
43060,61857,2,9
15737,56301,98,2
33681,82300,88,0
62320,82018,30,6
22127,84641,54,6
52505,53529,47,2
541,43060,24,3
15994,66180,89,3
29195,74950,40,1
9648,32215,30,2
576,80755,52,6
53625,56065,40,5
49979,67162,81,1
43290,74980,49,7
16768,45062,99,1
29774,82234,38,6
11580,27723,84,4
268,49062,85,2
13828,62316,78,2
1122,53609,53,7
15186,28458,21,4
77980,78815,69,9
32556,57789,97,8
48135,54855,64,2
31309,54711,3,7
48411,51177,1,9
20402,40165,59,2
17038,67604,65,4
14544,49347,75,5
3822,75792,43,5
62267,65998,86,2
19701,73302,61,6
17673,47860,85,2
32564,37181,36,5
32204,41926,18,7
12307,74099,20,7
27409,32215,21,5
12651,35792,75,5
60399,83110,51,7
57171,79276,45,2
36958,60102,76,2
32215,41880,13,6
14544,62820,88,2
59531,63571,87,1
4291,47069,93,4
62316,78809,16,7
32215,78809,27,2
24501,30751,61,6
64449,69618,82,2
11221,38860,77,2
40466,47744,57,4
4542,80816,27,5
42192,55706,13,8
4634,17414,6,9
13380,57717,50,0
65974,73074,64,9
1179,3469,62,6
47407,53046,13,5
41917,52022,98,0
10610,54072,25,6
19931,83915,19,6
4079,12958,81,0
69195,78345,4,7
20498,62550,45,1
40165,64028,1,9
3489,57327,8,9
41082,77921,42,2
36419,37181,12,8
50259,62310,45,5
5628,26270,13,7
63281,70655,60,2
10352,65435,14,4
14073,66204,97,2
29993,56589,54,2
64819,77749,60,1
21094,61856,83,1
23104,75638,45,6
60165,61067,93,0
12958,34356,83,0
8124,74984,52,0
49372,69135,16,6
6588,28947,55,1
5317,59022,79,7
52826,70071,66,3
45703,53155,2,9
43072,76917,65,4
17178,40819,86,1
72039,76546,78,9
30914,32714,10,7
56921,69403,11,8
33723,37181,16,8
23203,41063,96,1
4943,20359,76,0
15954,48132,96,0
61936,81310,71,4
23047,24711,32,3
29840,52399,62,6
4525,59975,33,5
43655,83217,36,5
32672,35485,56,0
14932,75579,70,1
66198,67843,78,1
242,81744,31,6
51612,77913,61,9
15418,50584,33,9
30422,31974,1,9
62983,66589,27,6
59825,75070,45,4
15623,53968,85,3
5379,78502,46,7
28686,39548,25,5
20014,32215,19,6
1036,19064,91,0
55430,56592,85,4
28375,46473,20,6
25782,77375,64,6
20158,39629,84,1
51145,73754,22,6
8421,25930,90,1
47583,75121,59,9
51145,51374,25,5
6987,35512,45,1
24170,59501,7,8
8460,22925,75,8
28283,51177,16,7
28686,35049,6,9
59500,72721,73,5
6487,83041,43,3
67566,83041,84,6
6635,21093,75,1
18295,24407,33,3
14600,20291,10,7
46895,67878,36,4
25547,79191,94,0
23218,32494,3,8
57688,58417,18,7
19276,43053,92,0
5069,33723,35,6
41872,74865,20,9
54194,82710,32,3
76165,76576,35,8
1161,75579,61,6
62520,84427,37,2
17414,21133,23,5
41302,77921,39,2
390,51911,41,4
20158,50288,9,8
19701,37517,82,9
47576,71616,53,8
17443,28251,95,1
4985,51162,53,2
18774,48808,32,4
37277,39578,91,0
11333,75963,46,5
58428,60084,71,7
64539,70112,20,5
14544,59708,51,1
13279,20541,38,2
61456,72827,93,0
30986,32748,14,8
23104,59825,2,9
8485,55158,45,6
12907,33258,10,8
32215,35384,28,2
12423,24482,11,8
29202,82936,64,9
20134,84086,60,4
63281,67604,83,5
33332,66167,65,0
14934,67566,82,5
16422,60365,32,5
68462,75553,45,3
45456,66988,52,1
63308,69934,38,1
1730,32954,41,1
1393,71990,76,7
21207,63981,67,4
50820,80849,55,8
47553,84377,73,5
55616,62509,62,2
1119,68819,53,2
68532,73558,12,9
11396,41161,39,6
56168,79646,5,8
44321,83495,42,5
80111,82765,98,0
8124,37195,52,1
1189,12556,86,0
3746,56452,96,3
44760,74594,15,9
4494,52420,40,7
23671,77906,57,1
8909,43089,44,5
42472,58011,71,9
60200,72629,74,2
28362,56106,91,0
26357,73255,20,3
68538,75213,91,0
7092,23624,21,5
52523,71478,80,6
36347,72341,53,2
2599,40018,99,0
63602,76979,63,3
4079,54379,81,1
29993,42326,73,2
29840,67404,54,6
5998,56813,79,3
14508,44657,95,0
27841,81679,11,9
4634,25182,42,3
67447,77233,66,5
16935,53054,48,7
7947,21782,25,7
72302,73514,75,9
71288,77235,6,8
43025,43290,72,1
43290,52537,69,6
15219,37708,50,3
30986,32215,29,3
42261,71484,57,5
60596,62177,99,6
10163,54784,90,3
50086,52420,64,6
2604,45811,59,1
48260,71932,10,8
5571,66562,26,2
14997,72794,4,9
42012,82453,21,6
7052,71215,68,9
9988,44422,86,4
16685,22526,88,1
64740,78551,40,4
39112,63091,72,8
28929,81832,17,6
12354,17950,86,1
49972,78549,56,7
53973,66167,99,3
127,75372,84,4
15219,72130,12,7
43145,75963,33,4
541,34750,24,2
33969,71306,84,3
5601,54072,3,9
12142,34857,75,3
17955,42810,14,8
7323,11562,49,3
30422,44186,61,8
27264,80301,52,6
2245,48270,18,8
21620,48270,51,6
45749,48806,13,5
18649,83453,1,8
4542,28686,35,7
10006,67531,1,7
3027,57673,86,5
53529,76576,74,1
41721,48944,96,7
26292,43832,37,2
26801,56188,55,5
59413,80977,32,2
63030,66988,88,6
21725,61200,3,9
23769,38882,30,8
24935,76546,75,5
2452,23559,13,7
59778,64026,67,5
12980,24609,60,0
1171,48171,5,9
39126,66997,83,8
5998,22290,78,0
4708,80816,77,2
48024,75298,68,9
60204,79016,10,8
1300,24877,28,6
3805,20668,84,8
31059,74239,29,2
40985,45606,59,9
60752,82910,22,4
20615,46089,67,1
15443,37685,60,5
37822,64483,92,0
64279,67320,70,0
26330,46629,44,2
2441,9200,82,4
19739,49796,38,1
26376,68862,60,6
57087,72302,35,5
4706,27271,39,1
52143,81764,49,8
64068,71882,46,3
61904,64468,45,9
54379,84723,82,4
3564,57393,90,5
117,5069,56,5
48854,61014,54,1
48867,79501,38,7
11966,75452,71,0
16463,28656,88,4
61200,65379,25,5
21618,30640,9,8
48915,59729,52,1
6756,10778,78,5
1887,60373,94,5
4098,78772,24,6
48302,64071,92,5
35629,50148,96,0
53698,69140,52,7
24946,38298,47,2
29697,31157,61,1
7997,84048,9,8
37008,83893,57,6
695,31307,79,9
31304,57289,9,7
11204,58743,45,6
54963,79935,52,7
49064,55296,21,8
26419,58130,28,7
72236,78414,36,8
35537,82811,95,1
20062,69693,36,5
19701,63959,53,4
39629,52979,28,5
4292,84705,71,3
28318,56033,50,6
18923,66997,69,7
17388,18751,17,9
63806,80411,93,2
38274,50031,34,5
32215,47583,26,5
15186,51024,51,0
9648,24497,91,9
20596,67032,47,4
41611,58758,70,5
23926,43226,4,9
61143,69264,71,6
19764,48428,84,1
23091,23926,53,8
11149,56294,99,7
8247,32215,28,4
5542,52037,49,4
42326,57171,66,5
23259,51608,42,6
12839,82337,22,5
18732,47960,31,2
77976,81161,9,7
11515,41576,42,7
2610,69367,66,9
32215,71396,21,6
14082,41993,77,4
16474,62063,38,0
24538,51049,57,2
2441,61856,38,3
56462,81734,99,0
77658,79569,77,9
60060,64565,70,2
11597,51219,68,4
41312,76186,97,3
17440,74072,51,1
34377,66359,83,0
2493,31318,20,4
65175,73848,23,6
10610,11146,61,3
48279,64202,61,0
18549,24136,51,5
3676,4506,27,1
19766,38529,83,4
46384,71522,74,3
5991,50394,4,7
12140,15082,61,5
52883,53663,47,4
20285,66997,69,4
9604,34123,51,0
4368,55836,12,8
541,55270,24,2
18943,53920,89,4
2431,11580,79,9
4610,84241,56,2
30963,32577,52,7
46665,83417,17,8
14768,54862,57,0
18649,65306,6,5
35952,38050,32,3
30783,44247,13,3
15737,69750,89,0
25960,32632,89,1
14804,23990,58,6
32706,82130,2,7
8844,51162,15,7
24971,39518,77,8
6801,45246,25,5
43362,50915,13,7
12353,14852,18,5
69954,73470,90,5
27923,29352,80,3
44950,71882,77,6
41531,59493,56,9
57327,59825,80,5
7044,33969,92,6
65491,81881,73,4
36440,48040,9,8
32617,33476,42,2
27974,51024,97,0
57289,59869,20,6
17608,63571,42,2
9479,74973,75,6
43609,70671,91,1
47281,49064,21,7
8141,53207,48,1
44644,49001,99,0
5083,82993,41,3
41628,55291,20,6
40485,63230,56,2
15115,50610,44,5
4985,50610,47,6
34713,50972,40,8
2417,36402,50,5
4706,70327,13,6
3489,12651,8,8
67819,81722,9,7
4711,80094,61,6
68308,76284,43,4
12662,73204,33,7
36296,52024,32,4
47268,56338,25,3
25330,32564,38,5
6662,61286,97,2
56712,65921,53,5
8252,76176,26,8
13842,56101,7,9
11050,67162,55,1
50691,59446,63,7
1086,35427,9,8
39917,80577,22,7
74608,83167,95,3
23091,37936,39,7
45745,59184,60,3
122,68381,65,5
5317,23286,45,5
15623,70227,91,0
42968,67162,88,7
10989,17748,12,8
28686,69618,82,6
8460,20158,84,7
20158,77658,81,1
71828,81315,4,8
4538,44428,17,7
4292,57722,50,2
10501,50594,42,5
7909,29729,51,2
36689,41990,37,1
16556,55182,9,3
35384,69403,33,2
29498,49692,31,1
33681,77913,31,5
32215,32773,20,3
62353,69566,57,6
36904,61857,11,8
2292,36979,51,2
18851,69264,57,7
34504,79093,77,3
6635,66198,81,2
11415,57987,35,8
2004,48819,98,0
28997,29391,10,4
63255,73940,36,2
8124,26715,39,6
12556,56560,39,3
18241,61193,83,0
44055,66999,69,0
35161,52267,83,5
4563,49020,73,7
30197,53363,60,4
53669,67454,77,4
1096,80135,35,5
62971,64371,21,9
40,83022,58,1
3681,41407,99,0
50503,56560,56,6
26,48568,32,7
40746,75912,4,9
25693,81926,4,8
7394,68478,25,6
6510,17208,19,4
15994,60505,17,5
1893,42120,31,5
54887,72353,89,5
7723,69177,78,0
11554,56239,69,7
33442,37544,86,1
56441,70568,91,4
60676,69152,3,9
3489,69413,73,7
11342,14082,36,8
32027,39527,27,4
67404,80345,79,0
13382,26419,76,5
16227,61396,59,4
25917,69618,85,6
28392,63785,39,4
64335,82300,60,1
1612,32717,22,5
11862,32215,30,2
4935,20498,63,3
26555,58460,13,7
34025,68751,59,4
32215,83441,32,1
16043,50002,55,5
10712,20791,23,6
8216,78138,41,4
9492,36502,62,6
46251,84584,91,0
39872,79377,55,1
19911,22526,89,1
61996,81881,53,1
11255,82482,76,8
15683,37936,9,9
33657,68727,66,6
23098,26751,62,9
7263,65018,34,2
22632,32074,24,6
13815,84631,22,6
66095,84361,57,0
32215,82710,28,3
32215,64397,41,3
61857,64397,11,9
66943,83552,2,9
17656,78680,32,3
34706,62353,74,6
19391,79016,97,3
11333,69209,46,7
4531,68726,67,1
8182,74958,58,2
30859,35240,88,5
56396,67321,87,0
24255,25153,22,5
55158,75121,58,4
35932,80335,83,0
60933,77451,73,4
45953,69135,85,6
14594,61067,78,7
8109,81320,74,0
4178,28598,76,5
29602,67604,24,6
32215,60517,15,6
32215,78691,17,5
17414,54944,42,6
29137,46933,91,2
2351,69812,93,0
28580,48362,48,3
14697,83893,67,2
66160,66553,11,8
464,51145,68,2
19931,31653,24,8
13815,75149,27,4
30187,64871,3,9
623,24038,35,5
32617,55296,98,5
8709,13196,61,1
57749,60248,21,6
9492,14596,27,4
3267,13190,89,0
6241,68235,99,1
73509,74555,78,0
36861,80411,58,5
5434,42573,30,3
34228,47205,90,1
37181,54467,27,4
45798,51669,1,8
3692,23250,12,5
52388,69732,95,2
7418,8211,27,5
44446,81247,70,5
128,35503,65,3
8563,71392,90,1
1940,36662,35,8
62583,67317,46,0
47926,73074,77,1
27758,47012,40,5
29763,35479,50,4
51720,63281,79,4
19276,83769,34,6
63340,83779,69,8
32215,48610,8,5
25829,62407,59,5
46482,49218,66,9
10627,80499,90,4
22842,44950,82,5
17414,18133,57,6
2777,18133,78,5
20791,22459,39,3
20791,37181,46,6
26608,53973,38,9
31389,33767,57,6
3589,10371,86,1
14873,19701,11,8
11617,67454,40,4
19261,83022,58,8
7609,62872,25,8
33377,44055,7,9
63959,79114,6,8
22444,46814,86,0
6137,8334,66,2
8211,57789,85,1
32735,57014,97,3
39905,78680,56,6
11578,74296,79,7
24407,58469,5,7
56396,60849,89,4
20328,25330,89,0
5637,66608,42,8
4985,7150,4,9
22295,63828,59,2
38958,77514,75,0
69367,73466,2,9
32215,51602,26,3
32215,57237,23,6
22161,32215,30,2
16252,83698,81,0
2431,26468,79,3
72856,75638,45,6
28951,56101,13,7
19675,24038,35,2
16945,32843,22,3
22967,60259,22,6
53968,83779,82,3
30640,51628,73,2
48171,51628,67,4
7941,81636,31,5
30132,32632,98,1
9492,43172,14,8
9837,22770,54,1
37544,82020,36,2
35260,74675,78,4
34363,81744,10,9
21980,55650,13,8
18484,30337,99,0
10133,31389,42,8
80636,83552,10,8
32026,42713,96,0
8909,61904,47,6
49957,54727,82,2
46508,75660,32,6
34089,53460,60,3
37112,72690,71,0
72606,82685,79,2
13577,32641,45,7
24164,57487,24,4
42012,43235,10,9
29457,55556,13,6
16768,79705,35,7
51608,76407,85,3
1379,62509,74,9
56868,73989,99,0
47583,55694,77,9
4706,84128,1,8
56450,81315,5,8
29393,68843,49,6
7915,51363,68,3
18612,47811,50,1
8022,54176,24,3
8511,74864,99,0
76806,78251,31,2
3469,74967,66,0
13695,77774,22,6
7528,17320,48,7
33681,73360,97,0
53433,81115,1,9
55610,77749,74,2
19611,81734,7,8
12713,19515,82,4
32288,36104,19,6
19314,32288,48,3
13190,20158,81,1
7528,60315,91,9
27255,66247,65,0
31307,46606,81,1
4634,56924,27,6
24501,37074,66,8
34548,81679,58,1
43290,61996,74,0
10366,47429,41,1
63375,77836,98,2
52037,75134,17,7
40746,53059,34,6
4323,16680,34,7
51795,55650,98,0
3489,27124,43,6
16027,36412,75,4
37907,69095,6,9
48927,49994,14,7
28318,72922,71,6
35479,55291,74,1
40165,80816,60,4
5716,34711,33,4
10422,18785,60,4
4057,9492,75,3
36419,56592,47,2
21582,32748,18,8
2043,14629,80,0
714,71226,35,4
10610,14804,38,6
35091,65871,12,7
66808,77337,36,6
65472,75134,64,8
57487,75096,24,1
28970,82300,76,0
66032,82300,81,0
25464,37181,32,5
33681,74080,91,0
12423,76223,76,4
20285,55574,61,1
31421,83282,75,2
14490,34711,66,2
67120,79501,96,6
7723,20015,21,8
13815,70317,2,9
10175,52437,14,6
57329,84369,91,0
2132,16680,55,1
42869,76739,94,0
18943,73976,36,3
61448,77976,94,6
2655,27981,37,2
42838,75714,23,6
18649,23792,22,5
11060,30164,39,2
13842,15082,50,6
81310,81801,41,3
21908,50422,44,0
29697,76659,5,9
51781,72635,41,2
27758,71914,39,2
27758,58671,28,3
3805,73514,84,4
68504,81310,69,0
56723,77921,18,6
26141,31795,41,2
24714,61631,66,4
62249,82605,77,4
42739,56010,78,3
11969,16089,35,7
31234,61194,98,0
61857,64344,29,6
24993,26270,51,1
57171,57827,78,2
34913,62706,76,8
56033,80772,82,6
33572,63589,65,2
9891,67393,31,1
117,84631,22,7
4985,42012,71,8
53797,81160,48,5
61209,62259,57,5
49226,72856,58,1
61242,64279,22,1
12839,46675,13,7
9489,42645,40,5
48279,58677,50,8
58390,69403,6,8
28929,62115,65,7
54855,73981,42,2
16241,32769,86,0
35952,74506,12,8
62102,62222,5,9
8709,34462,3,9
4149,14864,63,2
21467,60689,17,7
20062,37373,78,5
16497,41828,13,8
18590,32748,83,0
40165,82376,27,9
5001,68168,56,5
15263,61152,60,0
37685,79328,76,1
244,62801,2,9
5734,31658,93,0
8252,35341,84,4
4943,71673,36,3
11194,65472,58,9
10866,80845,52,1
23203,74556,6,8
19960,58676,10,5
46000,60628,93,0
70164,83831,52,3
12361,22839,88,0
21725,71498,95,3
37455,69162,79,1
51795,61492,89,5
54782,77749,67,5
19939,24494,81,1
72721,74980,4,8
61473,69209,24,4
25446,54649,98,0
11131,66340,86,0
26608,67120,14,8
3652,30142,92,3
26504,44853,95,4
7816,68462,84,0
9361,68855,90,1
37008,44950,82,4
15681,56277,47,1
5947,49480,57,3
3805,24501,19,5
4706,82656,13,6
25034,83040,69,9
10012,23208,48,5
34457,74360,38,6
5947,23925,17,8
14888,42993,72,4
19276,41810,26,5
23996,50167,83,0
15994,47772,31,5
28686,83552,13,8
46310,83282,33,4
25464,72039,64,3
35977,78711,72,1
51977,84721,29,6
25891,77978,82,3
47748,56419,9,9
4474,4708,83,9
419,46184,94,1
20851,23066,25,3
24486,66048,55,0
18120,38400,5,9
3856,77651,54,1
43120,79278,98,3
2990,3442,69,0
72077,77976,5,8
41187,80593,82,0
36724,84594,5,4
18575,84723,10,9
52979,62864,97,6
20912,52155,87,0
9479,34285,74,2
14790,32215,30,4
4206,26214,10,8
13298,18619,22,5
18274,61740,36,4
62653,73558,68,9
6926,77755,41,2
23343,23926,44,7
20567,39998,45,2
33572,47087,9,9
27264,64745,58,5
74336,78125,26,6
10387,36139,75,8
33232,72606,79,3
40990,69097,56,3
12303,46874,56,0
24818,39719,47,0
50086,74973,59,1
18329,69367,71,7
37936,59449,29,8
23641,58098,85,1
24516,79847,6,9
26784,37165,85,1
22716,68751,55,1
7119,66160,67,4
33388,75050,10,7
73360,77152,80,0
20551,29309,66,5
6268,73031,62,1
32215,61290,23,5
17195,67265,86,0
25252,62825,1,9
33842,44432,97,5
44540,49289,70,2
32429,60551,97,0
38080,64880,13,7
47744,65556,72,2
71882,82577,32,5
39324,53955,22,5
4370,81139,22,6
67568,83552,82,7
17950,81115,86,8
81115,81672,23,7
25597,32321,87,0
6003,79938,28,5
18503,19625,71,2
19625,55177,81,3
40608,67091,53,5
20969,46715,51,2
50317,74491,27,6
11112,53797,63,8
16346,48294,47,6
79389,84022,86,0
20134,51187,41,2
1189,63535,93,0
47576,75274,57,2
11292,78758,1,8
5947,68730,13,9
19314,61810,85,5
7290,37335,66,1
69618,84113,12,7
1490,34750,36,1
18774,83041,89,5
2570,59251,34,7
4263,34228,34,3
32215,73981,27,3
3577,56372,50,5
7792,19439,65,0
29230,61996,59,1
4905,84038,41,1
43942,83915,23,4
32215,72275,20,5
38073,49233,18,9
1940,73249,11,7
22405,34885,30,3
38779,84147,41,5
35512,39210,60,1
3746,76790,99,6
8001,56941,60,4
73031,73053,13,8
21884,82346,86,1
45863,49559,31,6
44593,57206,63,8
33543,60388,29,4
24184,72137,88,4
13298,66445,65,1
6317,40953,25,3
2565,10460,87,0
4610,53294,4,9
17414,78594,97,6
24305,32215,20,4
73902,76894,26,5
50872,79536,96,6
44767,60689,22,4
12597,23257,89,7
80636,82892,11,8
18575,32215,23,5
20088,72202,19,6
67441,73848,66,5
43060,47926,51,1
54737,78450,75,4
1446,67680,69,0
53604,75579,70,6
3850,55291,57,4
32215,76866,30,4
71659,73514,44,5
4098,84358,64,1
32215,73853,19,7
64072,66780,31,9
17656,55158,59,2
13637,55158,32,7
5443,30142,20,4
13112,67034,85,0
39548,51187,10,8
9479,14544,76,7
14446,28262,31,0
56598,67658,19,8
1448,42435,95,0
50503,66990,76,8
51195,63081,65,6
48270,54072,33,5
56688,68700,35,2
27272,36321,87,6
5540,23926,81,8
47553,59010,85,6
47087,84701,23,6
9635,13141,98,0
22632,65700,32,9
19391,54944,25,7
22842,44651,24,7
22842,72302,24,8
23827,33563,89,8
42020,61448,94,3
8516,71396,78,6
32215,78440,27,4
13547,65425,94,0
43025,77512,63,2
53245,79060,79,2
43235,64468,75,2
10383,42167,90,1
22266,40466,57,7
40,8485,24,7
20088,72661,35,6
31459,43120,65,2
11342,60505,19,7
44651,80816,4,8
10453,62983,55,3
18907,82430,53,2
26330,32021,45,8
28478,73201,11,9
6253,83915,17,6
41531,60125,62,6
44716,59196,58,3
395,76659,12,8
127,72302,5,9
10712,33723,28,5
71522,77377,77,2
60071,72330,40,0
2218,12685,41,5
66143,80301,79,0
4531,32564,24,6
54089,71300,49,4
9959,68929,9,8
46392,50167,32,8
16702,68570,11,7
10935,20158,84,0
10778,26419,81,5
53858,62030,44,9
6291,14939,30,6
23835,79589,66,1
18732,77310,51,7
17883,18503,39,9
32215,81734,16,6
61143,69209,75,7
68654,69693,55,6
14997,17380,3,9
21854,51455,91,2
4180,70707,74,8
21096,28856,53,8
67700,79589,77,1
48709,58743,37,4
42055,79191,16,8
17883,53245,82,5
27264,33767,52,2
18329,35931,23,6
44446,63667,81,0
24284,41914,73,2
32215,71329,12,7
48523,62063,38,0
11342,60802,53,4
5637,39954,43,1
2295,28156,94,3
4985,42226,1,9
1308,80577,51,7
25356,41993,16,7
30335,71529,99,2
36655,79745,82,3
15750,16801,62,4
26709,63846,41,1
1026,3519,46,6
69133,84020,75,3
29585,42840,44,9
56168,80772,83,1
43455,66990,74,1
35923,74864,36,1
56300,76168,24,2
13001,47760,75,9
20889,65352,27,1
8407,18943,27,4
32954,61595,3,8
2124,61643,3,6
16627,51608,48,4
53940,55248,53,9
6430,33377,82,6
9368,45499,77,7
21650,79012,12,7
31572,55296,40,3
3447,16250,96,0
1787,22877,48,7
41531,41904,9,8
10783,77138,59,5
4634,10610,10,9
18461,71651,89,5
2889,83041,99,2
66754,71616,69,5
32215,75134,30,3
70227,72005,87,0
53175,60889,47,6
15357,70264,4,8
24802,39629,70,3
5069,51162,41,1
32215,60933,28,4
27723,61857,13,8
31974,33572,59,1
47461,76825,62,3
16809,31692,77,0
2607,68321,22,3
2865,58769,63,0
61351,63403,82,0
13935,36895,37,5
31447,81115,23,7
13717,83660,40,5
